ID,Main Category,Sub Categories,Title,Description,Ring Size,Length,Packaging,Price,Image URL
67022043,古巴產品,千里達,千里达 雷亚斯 24支 110*40 Reyes,,40,110mm,24支,MOP$5688.00/澳门币,https://img.pospal.cn/productImages/3896373/10fbb9d2-e835-480b-9e90-ae4d3ceeab33_200x200.jpg
62113920,古巴產品,千里達,千里达 短号 10支 82*27 Short,,27,82mm,10支,MOP$130.00/澳门币,https://img.pospal.cn/productImages/3896373/8267206e-b822-4866-8976-e24936160c7f_200x200.jpg
81876761,古巴產品,千里達,千里达 短号 100支(10盒) 82*27 Short,,27,82mm,100支,MOP$1250.00/澳门币,https://img.pospal.cn/productImages/3896373/0baaeac8-0ce4-49e0-b372-2be13742109b_200x200.jpg
112845955,古巴產品,羅密歐,罗密欧 丘比特 20支 148*55 Cupidos EH-LCDH,作为一款大型号的雪雪，全手工制作，长茄芯卷制，精心挑选来自产出世界上最优质的雪叶的古巴比那尔德里奥省的下维尔他，展现了品牌所有香气的平衡和复杂性。光亮的雪茄盒，比典型的礼盒包装更具装饰性。烟雾较大，灰烟缕缕，浓淡适中。随着烟雾的扩散，苦涩的味道逐渐明显，烟草和香料的浓郁，强烈持久。中后段证明了品牌独特的调性风味，并以更高的强度和特性表现其香气。木香浓郁，回味持久，餐后的绝妙雪雪配搭，尽显优雅。,55,148mm,20支,MOP$14988.00,https://img.pospal.cn/productImages/3896373/18d41405-34bb-432a-9a33-6e4d982422e0_200x200.jpg
62732135,古巴產品,羅密歐,罗密欧 妙丽 25支 129*42 Mille Fleurs,,42,129mm,25支,MOP$2870.00/澳门币,https://img.pospal.cn/productImages/3896373/947a7f5a-22e8-4e00-b1a6-fa32460deb77_200x200.jpg
62731624,古巴產品,羅密歐,罗密欧 #1 铝管25支 140*40,,40,140mm,25支,MOP$3780.00/澳门币,https://img.pospal.cn/productImages/3896373/adc13f23-4904-484d-87b2-9ab086ebabbc_200x200.jpg
70867458,古巴產品,羅密歐,罗密欧 #1 铝管10支 140*40,,40,140mm,10支,MOP$1680.00/澳门币,https://img.pospal.cn/productImages/3896373/a69ffa36-0dd0-4b85-817b-7ba08ad9413a_200x200.jpg
85103479,古巴產品,羅密歐,罗密欧 #1 铝管3支 140*40,,40,140mm,3支,MOP$490.00/澳门币,https://img.pospal.cn/productImages/3896373/32f78751-29de-4c50-9c9c-28ada01f3aae_200x200.jpg
85103452,古巴產品,羅密歐,罗密欧 #1 铝管15支(5盒) 140*40,,40,140mm,15支,MOP$2340.00/澳门币,https://img.pospal.cn/productImages/3896373/f05f0379-1c37-463c-9888-b0e10ba275e9_200x200.jpg
67023452,古巴產品,羅密歐,罗密欧 #2 铝管单支 129*40,,40,129mm,N/A,MOP$165.00/澳门币,https://img.pospal.cn/productImages/3896373/67b9a1b9-b2c0-433d-aac4-5dbe81ae5a5b_200x200.jpg
62731424,古巴產品,羅密歐,罗密欧 #2 铝管25支(2020年) 129*40,,40,129mm,25支,MOP$3580.00/澳门币,https://img.pospal.cn/productImages/3896373/7b1fe908-f3c3-4be6-a65c-224c534af22a_200x200.jpg
80524633,古巴產品,羅密歐,罗密欧 #2 铝管10支 129*40,,40,129mm,10支,MOP$1560.00/澳门币,https://img.pospal.cn/productImages/3896373/4d9454cf-b44a-4419-a055-90932a759201_200x200.jpg
76004289,古巴產品,羅密歐,罗密欧 #2 铝管3支 129*40,,40,129mm,3支,MOP$442.00/澳门币,https://img.pospal.cn/productImages/3896373/e032b380-23de-4ff7-84fb-148df23b17da_200x200.jpg
80003251,古巴產品,羅密歐,罗密欧 #2 铝管15支(5盒) 129*40,,40,129mm,15支,MOP$2210.00/澳门币,https://img.pospal.cn/productImages/3896373/09294ba5-5a7e-4688-9699-152ca6b49859_200x200.jpg
91231531,古巴產品,羅密歐,罗密欧 #2 铝管5支 129*40,,40,129mm,5支,MOP$743.00/澳门币,https://img.pospal.cn/productImages/3896373/3380485b-ea8e-453f-b0d4-a61161d9ef37_200x200.jpg
81319487,古巴產品,羅密歐,罗密欧 #2 铝管50支(10盒) 129*40,,40,129mm,50支,MOP$7430.00/澳门币,https://img.pospal.cn/productImages/3896373/53f5b994-1b01-4295-9ab3-8aaeb53402e8_200x200.jpg
62728684,古巴產品,羅密歐,罗密欧 #3 铝管25支 117*40,,40,117mm,25支,MOP$3490.00/澳门币,https://img.pospal.cn/productImages/3896373/70041c50-2e45-4338-8996-741bcf88a9f2_200x200.jpg
81319876,古巴產品,羅密歐,罗密欧 #3 铝管3支 117*40,,40,117mm,3支,MOP$428.00/澳门币,https://img.pospal.cn/productImages/3896373/74fab7f7-2786-467e-aca7-4477fa0365d9_200x200.jpg
81319571,古巴產品,羅密歐,罗密欧 #3 铝管15支(5盒) 117*40,,40,117mm,15支,MOP$2140.00/澳门币,https://img.pospal.cn/productImages/3896373/f46331fa-57ec-4307-8ec2-356ab63fe3c3_200x200.jpg
76004284,古巴產品,羅密歐,罗密欧 小宫廷 25支 95*47 Petit Royales,,47,95mm,25支,MOP$3868.00/澳门币,https://img.pospal.cn/productImages/3896373/8a7eb734-77c8-4174-89eb-90b8efd0e2d2_200x200.jpg
92655688,古巴產品,羅密歐,罗密欧 小宫廷 铝管3支 95*47 Petit Royales,,47,95mm,3支,MOP$645.00/澳门币,https://img.pospal.cn/productImages/3896373/91a06bdb-c9b9-48d4-b58a-10ccd7815e6d_200x200.jpg
92655702,古巴產品,羅密歐,罗密欧 小宫廷 铝管15支(5盒) 95*47 Petit Royales,,47,95mm,15支,MOP$3224.00/澳门币,https://img.pospal.cn/productImages/3896373/8ee55e44-feca-479a-a0a0-372b10d8a0f4_200x200.jpg
81239643,古巴產品,羅密歐,罗密欧 长丘吉尔 25支 178*47 Churchills,,47,178mm,25支,MOP$11980.00/澳门币,https://img.pospal.cn/productImages/3896373/bc3cb9fe-9477-4beb-be37-313d10069921_200x200.jpg
67021727,古巴產品,羅密歐,罗密欧 长丘吉尔 铝管25支 178*47 Churchills,,47,178mm,25支,MOP$10880.00/澳门币,https://img.pospal.cn/productImages/3896373/597830c0-2afd-4071-9b86-51d59d290741_200x200.jpg
111715046,古巴產品,羅密歐,罗密欧 长丘吉尔 铝管10支 178*47 Churchills,,47,178mm,10支,MOP$4348.00,https://img.pospal.cn/productImages/3896373/526e142e-bfcd-4827-948c-ab20b4ce4233_200x200.jpg
80532833,古巴產品,羅密歐,罗密欧 长丘吉尔 铝管3支 178*47 Churchills,,47,178mm,3支,MOP$1250.00/澳门币,https://img.pospal.cn/productImages/3896373/65b508f6-f45b-42c4-a1e6-dfb5192edbd9_200x200.jpg
80532856,古巴產品,羅密歐,罗密欧 长丘吉尔 铝管15支(5盒) 178*47 Churchills,,47,178mm,15支,MOP$6080.00/澳门币,https://img.pospal.cn/productImages/3896373/b7ede1d7-f695-4193-a561-6f6ebb5f7174_200x200.jpg
62109961,古巴產品,羅密歐,罗密欧 宽丘吉尔 25支 133*55 Wide Churchills,,55,133mm,25支,MOP$8318.00/澳门币,https://img.pospal.cn/productImages/3896373/bce14ae6-5309-4d4e-b15b-db23adc72bdb_200x200.jpg
62107939,古巴產品,羅密歐,罗密欧 宽丘吉尔 10支 133*55 Wide Churchills,,55,133mm,10支,MOP$3942.00/澳门币,https://img.pospal.cn/productImages/3896373/92bf6985-ac7e-402d-aa8a-c8c4fa249c2e_200x200.jpg
88959864,古巴產品,羅密歐,罗密欧 宽丘吉尔 铝管3支 133*55 Wide Churchills,,55,133mm,3支,MOP$1050.00/澳门币,https://img.pospal.cn/productImages/3896373/f685d993-68aa-4d7e-bc36-12e9d1037e80_200x200.jpg
88959879,古巴產品,羅密歐,罗密欧 宽丘吉尔 铝管15支(5盒) 133*55 Wide Churchills,,55,133mm,15支,MOP$5250.00/澳门币,https://img.pospal.cn/productImages/3896373/c670d6c0-4b47-4a48-96d9-059fa02766ab_200x200.jpg
62108028,古巴產品,羅密歐,罗密欧 短丘吉尔 25支 124*50 Short Churchills,,50,124mm,25支,MOP$6468.00/澳门币,https://img.pospal.cn/productImages/3896373/f1e5d77a-0c91-4e0a-8be5-38860b672678_200x200.jpg
67021685,古巴產品,羅密歐,罗密欧 短丘吉尔 10支 124*50 Short Churchills,,50,124mm,10支,MOP$2850.00/澳门币,https://img.pospal.cn/productImages/3896373/7b7b6d35-a470-4f24-b912-608f281460e1_200x200.jpg
67022571,古巴產品,羅密歐,罗密欧 短丘吉尔 铝管3支 124*50 Short Churchills,,50,124mm,3支,MOP$895.00/澳门币,https://img.pospal.cn/productImages/3896373/d49a8165-713d-4902-8d64-27c7ca7d1516_200x200.jpg
112516768,古巴產品,羅密歐,罗密欧 短丘吉尔 铝管15支(5盒) 124*50 Short Churchills,,50,124mm,15支,MOP$4475.00,https://img.pospal.cn/productImages/3896373/12ffa39c-5c50-4fac-8dfb-8959c7c5dca2_200x200.jpg
70634949,古巴產品,羅密歐,罗密欧 小丘吉尔 25支 102*50 Petit Churchills,,50,102mm,25支,MOP$6234.00,https://img.pospal.cn/productImages/3896373/58ee1077-7e32-4ae4-81e2-6286526c949c_200x200.jpg
85103549,古巴產品,羅密歐,罗密欧 小丘吉尔 铝管3支 102*50 Petit Churchills,,50,102mm,3支,MOP$748.00/澳门币,https://img.pospal.cn/productImages/3896373/b1287ff6-abea-4ee4-8428-b5ed4014dbaa_200x200.jpg
85103531,古巴產品,羅密歐,罗密欧 小丘吉尔 铝管15支(5盒) 102*50 Petit Churchills,,50,102mm,15支,MOP$3740.00/澳门币,https://img.pospal.cn/productImages/3896373/5b0b6579-0ed3-4c3f-83ae-3e9cf5b0e135_200x200.jpg
78609784,古巴產品,羅密歐,罗密欧 猎人 25支 162*43 Cazadores,,43,162mm,25支,MOP$5238.00/澳门币,https://img.pospal.cn/productImages/3896373/cd7067a9-4b7d-45f2-a848-21db04b835fd_200x200.jpg
73042020,古巴產品,羅密歐,罗密欧 会展4号 25支 127*48 Exhibicion No.4,,48,127mm,25支,MOP$5298.00/澳门币,https://img.pospal.cn/productImages/3896373/dd87cd58-45c2-4a88-b113-418dcbd5c001_200x200.jpg
70867647,古巴產品,羅密歐,罗密欧 彪丽高(魚雷) 25支 140*52 Belicosos,,52,140mm,25支,MOP$6688.00/澳门币,https://img.pospal.cn/productImages/3896373/5e9fe62f-f81e-4209-98c0-278a2996839b_200x200.jpg
79240827,古巴產品,羅密歐,罗密欧 特级雪松 10支 141*50 Cedros LCDH,,50,141mm,10支,MOP$3688.00/澳门币,https://img.pospal.cn/productImages/3896373/ace46785-f133-4c70-847c-057a676270f6_200x200.jpg
82006331,古巴產品,羅密歐,罗密欧 雪松小皇冠 25支 129*40 Coronitas En Cedro,这款雪茄散发出令人愉悦的香气，因为它燃烧时散发出烤烘味和大量的皮革味。咖啡，土味和辛辣味亦在当中，是一支中等至浓郁的雪茄。,40,129mm,N/A,MOP$3598.00/澳门币,https://img.pospal.cn/productImages/3896373/aac97428-617c-4656-ba7f-2bb32671f0fa_200x200.jpg
80034790,古巴產品,羅密歐,罗密欧 贝伟达 25支 125*39 Belvederes,,39,125mm,25支,MOP$2168.00/澳门币,https://img.pospal.cn/productImages/3896373/4fb22c3e-e7b0-4415-95ef-718fab0dae36_200x200.jpg
88749109,古巴產品,羅密歐,罗密欧 特级伦敦 25支 117*40 Regalias De Londres,于1960年之前生产过，那时属于机器制造的。直到大约2002年，才转为手工卷制。为哈伯纳斯常规生产的雪茄之一。雪茄的主要味道如下: 前段：皮革、木质，胡椒 中段：泥土，甘草，栗子 后段：泥土，皮革，坚果 在雪茄的尾段的最后一部分，要注意味道浓烈的变化。这是一款典型的罗密欧中等品型的雪茄，雪茄尺寸虽小，但味道非常稳定。这款雪茄物超所值。每个人都应该在保湿盒藏几支。,40,117mm,N/A,MOP$2180.00/澳门币,https://img.pospal.cn/productImages/3896373/58651df3-9383-4c1f-936d-58d2e685cc20_200x200.jpg
88956140,古巴產品,羅密歐,罗密欧 运动员 25支 117*35 Sports Largos,"中等强度, 拥有罗密欧朱丽叶雪茄的特色。复杂的味道带有花香, 坚果味, 草或木香! 没有一种味道特别突出, 全都混和在一起! 建议最少陈化3年。",35,117mm,25支,MOP$1935.00/澳门币,https://img.pospal.cn/productImages/3896373/b9cd3895-29dd-4fed-80f2-7fd23523bbfd_200x200.jpg
94194088,古巴產品,羅密歐,罗密欧 小朱丽叶 25支 100*30 Petit Julieta,这个小手工制作的雪茄比较微妙，并提供一个非常愉快的味道。,30,100mm,25支,MOP$1780.00/澳门币,https://img.pospal.cn/productImages/3896373/0b368c5f-78c3-4c56-a728-9517fd8a3cf1_200x200.jpg
93018164,古巴產品,羅密歐,罗密欧 普列图 25支 109*27 Puritos,"迷你型雪茄尺寸,属于机制细小型雪茄,适合在时间并不充裕及雪茄初学者享用。抽的时间记得一个字:谨慎，别抽太快，太热会影响口感，放轻松慢慢地抽，好好享受这几分钟的缠绵吧!迷你雪茄与香烟的不同之处是它是由百分之百的纯正优质烟叶所卷成，这样雪茄客就可以安心享用，免却吸入化学添加剂或遇到不纯正物料的忧虑。",27,109mm,25支,MOP$372.00/澳门币,https://img.pospal.cn/productImages/3823360/e5935011-5cd9-41c2-bcea-2843bceb4f3c_200x200.jpg
62112783,古巴產品,羅密歐,罗密欧 普列图 5支 109*27 Puritos,"迷你型雪茄尺寸,属于机制细小型雪茄,适合在时间并不充裕及雪茄初学者享用。抽的时间记得一个字:谨慎，别抽太快，太热会影响口感，放轻松慢慢地抽，好好享受这几分钟的缠绵吧!迷你雪茄与香烟的不同之处是它是由百分之百的纯正优质烟叶所卷成，这样雪茄客就可以安心享用，免却吸入化学添加剂或遇到不纯正物料的忧虑。",27,109mm,5支,MOP$65.00/澳门币,https://img.pospal.cn/productImages/3823360/08b4919b-35f3-420c-819e-b08180b9e824_200x200.jpg
135415120,古巴產品,羅密歐,罗密欧 普列图 50支(10盒) 109*27 Puritos,"迷你型雪茄尺寸,属于机制细小型雪茄,适合在时间并不充裕及雪茄初学者享用。抽的时间记得一个字:谨慎，别抽太快，太热会影响口感，放轻松慢慢地抽，好好享受这几分钟的缠绵吧!迷你雪茄与香烟的不同之处是它是由百分之百的纯正优质烟叶所卷成，这样雪茄客就可以安心享用，免却吸入化学添加剂或遇到不纯正物料的忧虑。",27,109mm,50支,MOP$620.00,https://img.pospal.cn/productImages/3823360/c2b3268c-5633-4269-94ca-b41c75a88641_200x200.jpg
62114281,古巴產品,羅密歐,罗密欧 俱乐部 20支 97*22 Club,,22,97mm,20支,MOP$163.00/澳门币,https://img.pospal.cn/productImages/3896373/482728e2-51ec-4602-92e6-71d467b3b6e5_200x200.jpg
78070789,古巴產品,羅密歐,罗密欧 俱乐部 100支(5盒) 97*22 Club,,22,97mm,100支,MOP$798.00/澳门币,https://img.pospal.cn/productImages/3896373/b51e1e84-2a0e-4664-afe9-44d33239e39f_200x200.jpg
130381773,古巴產品,羅密歐,罗密欧 俱乐部-2023年限量版 铁盒20支 97*22 Club,,22,97mm,20支,MOP$162.00,https://img.pospal.cn/productImages/3823360/169b2ba9-a0e7-4025-97a2-608f5be2de46_200x200.jpg
130381842,古巴產品,羅密歐,罗密欧 俱乐部-2023年限量版 铁盒100支(5盒) 97*22 Club,,22,97mm,100支,MOP$810.00,https://img.pospal.cn/productImages/3823360/7182cf5c-b0b5-4d09-8e28-9d3790e54b74_200x200.jpg
117400781,古巴產品,羅密歐,罗密欧 迷你 木盒50支 82*20 Mini,,20,82mm,50支,MOP$390.00,https://img.pospal.cn/productImages/3896373/a70881de-031b-43e6-90de-7d0914cb33e2_200x200.jpg
127467362,古巴產品,羅密歐,罗密欧 迷你 20支 82*20 Mini,,20,82mm,20支,MOP$150.00,https://img.pospal.cn/productImages/3823360/1ae01113-17ae-4867-a890-b2fb34227c2f_200x200.jpg
127467283,古巴產品,羅密歐,罗密欧 迷你 100支(5盒) 82*20 Mini,,20,82mm,100支,MOP$750.00,https://img.pospal.cn/productImages/3823360/937fbd67-2e11-4ec2-bbcd-e34c02eec0e5_200x200.jpg
127467580,古巴產品,羅密歐,罗密欧 迷你 10支 82*20 Mini,,20,82mm,10支,MOP$75.00,https://img.pospal.cn/productImages/3823360/9c121d74-2035-428d-85b8-98e504ba92a6_200x200.jpg
127467512,古巴產品,羅密歐,罗密欧 迷你 100支(10盒) 82*20 Mini,,20,82mm,100支,MOP$750.00,https://img.pospal.cn/productImages/3823360/9ca63c71-6233-4414-946b-800325cfe7b7_200x200.jpg
85839581,古巴產品,優民(烏普曼),优民 诺拉斯 玻璃瓶 25支 135*42 Noellas,,42,135mm,25支,MOP$9990.00/澳门币,https://img.pospal.cn/productImages/3896373/be728a73-4fc5-4528-b153-e0d0f5a1163e_200x200.jpg
67021498,古巴產品,優民(烏普曼),优民 鉴赏家A 25支 140*52 Connoisseur A LCDH,H.Upmann Connoisseur A 绝对名副其实是一款吸引复杂雪茄爱好者的雪茄。浓郁的雪茄，带有很多甜味：巧克力、咖啡和雪松。顺滑的奶油中度浓郁的雪茄，不会太刺鼻。对于那些喜欢甜烟的人来说，这款雪茄简直就是最好的 Habanos 之一。,52,140mm,25支,MOP$8598.00/澳门币,https://img.pospal.cn/productImages/3896373/20a5b7d2-1a09-4464-8df3-7ee9fe945f5a_200x200.jpg
80885056,古巴產品,優民(烏普曼),优民 鉴赏家1号 25支 127*48 Connossieur No.1,,48,127mm,25支,MOP$6688.00/澳门币,https://img.pospal.cn/productImages/3896373/d2df7bb2-85c3-46b2-9e2a-5ab6611128d9_200x200.jpg
76004264,古巴產品,優民(烏普曼),优民 鉴赏家2号 25支 134*51 Connossieur No.2,,51,134mm,25支,MOP$6705.00/澳门币,https://img.pospal.cn/productImages/3896373/db61fc28-bdfc-4a04-90ff-299daf4a4883_200x200.jpg
85102817,古巴產品,優民(烏普曼),优民 大皇冠 铝管25支 132*42 Coronas Major,,42,132mm,25支,MOP$3588.00/澳门币,https://img.pospal.cn/productImages/3896373/0e46939d-41e2-42e0-a69f-e4d55ef7404b_200x200.jpg
84082809,古巴產品,優民(烏普曼),优民 小皇冠 铝管25支 115*36 Coronas Junior,H.Upmann Coronas Junior 是一款适合短暂休息和第一口古巴烟的绝佳雪茄。温和到中等的雪茄，带有雪松、香料、甜味和一些奶油和坚果的味道。完美的结构，非常可靠的雪茄。这款雪茄物超所值，拥有出色的结构和令人惊叹的品味。总而言之，这是一款真正的古巴雪茄，很便宜，既能取悦新手吸烟者，也能取悦有经验的爱好者。,36,115mm,25支,MOP$3288.00/澳门币,https://img.pospal.cn/productImages/3896373/8018bad1-734f-4470-a631-91f53d7e1d4d_200x200.jpg
68282967,古巴產品,優民(烏普曼),优民 半皇冠 25支 90*44 Half Corona,,44,90mm,25支,MOP$2828.00/澳门币,https://img.pospal.cn/productImages/3896373/71523f1b-49af-462f-b611-e6c095424b04_200x200.jpg
70636518,古巴產品,優民(烏普曼),优民 半皇冠 铁盒5支 90*44 Half Corona,,44,90mm,5支,MOP$618.00/澳门币,https://img.pospal.cn/productImages/3896373/dd6f9f51-f785-42d0-b086-8d71361c30c8_200x200.jpg
79150444,古巴產品,優民(烏普曼),优民 半皇冠 铁盒25支(5盒) 90*44 Half Corona,,44,90mm,25支,MOP$3088.00/澳门币,https://img.pospal.cn/productImages/3896373/04915f62-f9da-461d-a46f-ac1bafe987ae_200x200.jpg
71720058,古巴產品,優民(烏普曼),优民 玛瑙#46 25支 143*46 Magnum,,46,143mm,25支,MOP$6258.00/澳门币,https://img.pospal.cn/productImages/3896373/3ccdf543-b857-4371-9034-257313e261ba_200x200.jpg
85841045,古巴產品,優民(烏普曼),优民 玛瑙#46 铝管3支 143*46 Magnum,,46,143mm,3支,MOP$796.00/澳门币,https://img.pospal.cn/productImages/3896373/53219bf2-6401-41ab-9d5a-f4b257a199f4_200x200.jpg
85841056,古巴產品,優民(烏普曼),优民 玛瑙#46 铝管15支(5盒) 143*46 Magnum,,46,143mm,15支,MOP$3980.00/澳门币,https://img.pospal.cn/productImages/3896373/0137a60c-40af-4a24-92da-467ad50ca0c6_200x200.jpg
70860541,古巴產品,優民(烏普曼),优民 玛瑙#50号 10支 159*50 Magnum,,50,159mm,10支,MOP$3775.00/澳门币,https://img.pospal.cn/productImages/3896373/84842a06-851e-457d-8057-47e2c1177da8_200x200.jpg
79743072,古巴產品,優民(烏普曼),优民 玛瑙#50号 25支 159*50 Magnum,,50,159mm,25支,MOP$8298.00/澳门币,https://img.pospal.cn/productImages/3896373/cb052f9c-194a-4f96-8d99-8089d4ed89d1_200x200.jpg
67022552,古巴產品,優民(烏普曼),优民 玛瑙#50 铝管3支 159*50 Magnum,,50,159mm,3支,MOP$1069.00/澳门币,https://img.pospal.cn/productImages/3896373/19b0cd2b-8aef-4838-9959-e6b6dd09ef4f_200x200.jpg
102143215,古巴產品,優民(烏普曼),优民 玛瑙#50 铝管15支(5盒) 159*50 Magnum,,50,159mm,15支,MOP$5345.00,https://img.pospal.cn/productImages/3896373/861237bb-098a-4889-884a-c96836e6ad11_200x200.jpg
70636791,古巴產品,優民(烏普曼),优民 玛瑙#54号 25支 120*54 Magnum,,54,120mm,25支,MOP$6588.00/澳门币,https://img.pospal.cn/productImages/3896373/6861f67e-ed16-4b0f-a409-6f99a25b2aa6_200x200.jpg
67021761,古巴產品,優民(烏普曼),优民 玛瑙#54号 10支 120*54 Magnum,,54,120mm,10支,MOP$3098.00/澳门币,https://img.pospal.cn/productImages/3896373/2fa30e0f-fc2e-442b-9633-cc1da48d94e5_200x200.jpg
80515922,古巴產品,優民(烏普曼),优民 雄伟(君主) 25支 140*40 Majestic,,40,140mm,25支,MOP$2838.00/澳门币,https://img.pospal.cn/productImages/3896373/b76c9ed5-94c7-497b-b174-4c156fa91d85_200x200.jpg
78609671,古巴產品,優民(烏普曼),优民 美食家(贵族) 25支 110*35 Epicures,,35,110mm,25支,MOP$2263.00/澳门币,https://img.pospal.cn/productImages/3896373/1368d3d9-eb10-4df9-b9e3-cfa8018c0b1a_200x200.jpg
73041335,古巴產品,優民(烏普曼),优民 王权 25支 129*42 Regalias,,42,129mm,25支,MOP$2870.00/澳门币,https://img.pospal.cn/productImages/3896373/3353d9b7-be25-4b40-9b70-30f914e28651_200x200.jpg
70636973,古巴產品,好友,好友 加冕 铝管25支 129*42 Coronations,"主体: 淡味 - 中浓( Light - Medium )80%，
口感(参考):奶油、坚果、木香。
此款雪茄即便是陈化时间不长其口感也非常顺滑。典型的好友(""Hoyo"")口味。",42,129mm,25支,MOP$4588.00/澳门币,https://img.pospal.cn/productImages/3823360/09f499d3-8453-4871-bf23-3d8cc680c812_200x200.jpg
67021476,古巴產品,好友,好友 小罗拔图 25支 102*50 Petit Robusto,"主体: 淡味 - 中浓( Light - Medium ) 57%，
口感(参考):奶油、坚果、甜、泥土烟草。
苛刻的味蕾会喜欢这些小罗布图(Petit Robustos)，因为他们的复杂程度，尽管他们有一品脱大小的尺寸。它的口感非常接近，有一种混合的味道，它包含了一种甜的、泥土的烟草，它的发展，没有侵略的味道，是辛辣的雪松和奶油坚果的味道。",50,102mm,25支,MOP$5442.00/澳门币,https://img.pospal.cn/productImages/3896373/5650b0b9-db37-4f9a-a25e-2db8f2d48e3e_200x200.jpg
67021427,古巴產品,好友,好友 里约赛科 25支 140*56 Rio Seco,,56,140mm,25支,MOP$8488.00/澳门币,https://img.pospal.cn/productImages/3896373/875bb2f6-d900-4cc0-a85f-c40e8431022c_200x200.jpg
71780510,古巴產品,好友,好友 里约赛科 10支 140*56 Rio Seco,,56,140mm,10支,MOP$3750.00/澳门币,https://img.pospal.cn/productImages/3896373/088715b7-e7ea-4fa9-9cce-d364db9c54ff_200x200.jpg
88838868,古巴產品,好友,好友 里约赛科 铝管3支 140*56 Rio Seco,,56,140mm,3支,MOP$1350.00/澳门币,https://img.pospal.cn/productImages/3896373/e589af66-5c27-4216-b7ad-b7a4874488bb_200x200.jpg
88838879,古巴產品,好友,好友 里约赛科 铝管15支(5盒) 140*56 Rio Seco,,56,140mm,15支,MOP$6750.00/澳门币,https://img.pospal.cn/productImages/3896373/353ba7d7-ec1e-4f29-a6e7-c1d9eb40b0c8_200x200.jpg
70864198,古巴產品,好友,好友 超级帕尔玛斯 25支 138*40 Palmas Extra,"主体: 淡味( Light )56%，
口感:口感比较清淡，具有轻柔木质风味的芳香。
此款雪茄口味比较清淡，具有轻柔木质风味的芳香，令人回味无穷，是高雅时尚身份的象征。比较适合初学者或是偶尔抽雪茄的人享用的雪茄，是一款性价比很高的哈瓦那雪茄。有着更多的木香味，较 吉士途(Exquisitos)更为浓烈。此款好友适合白天享用。",40,138mm,25支,MOP$3257.00/澳门币,https://img.pospal.cn/productImages/3896373/a788d45c-b6bf-4efe-b55a-fe991ef7d7ea_200x200.jpg
70863927,古巴產品,好友,好友 优雅(双尖) 10支 158*47 Elegantes LCDH,,47,158mm,10支,MOP$3568.00/澳门币,https://img.pospal.cn/productImages/3896373/30cd87b3-0a6f-4acf-86b5-b60152c8c38b_200x200.jpg
88838843,古巴產品,好友,好友 副手 25支 110*38 Du Depute,这款雪茄口感丰富多层次，起初带有木香，和淡淡的奶油香气，中段带有果和坚果的味道。,38,110mm,25支,MOP$3438.00/澳门币,https://img.pospal.cn/productImages/3896373/4dae6b7b-e6f2-4271-8150-20f2625fde20_200x200.jpg
76004271,古巴產品,好友,好友 圣胡安 10支 150*54 San Juan,,54,150mm,10支,MOP$3750.00/澳门币,https://img.pospal.cn/productImages/3896373/a112504f-6327-4054-8418-27236a7ed370_200x200.jpg
70638332,古巴產品,好友,好友 逍遥#1号 25支 143*46 Epicure,,46,143mm,25支,MOP$6888.00/澳门币,https://img.pospal.cn/productImages/3896373/9ffdda86-14c5-4482-90c1-521f41c91182_200x200.jpg
118629101,古巴產品,好友,好友 逍遥#1号 铝管3支 143*46 Epicure,,46,143mm,3支,MOP$912.00,https://img.pospal.cn/productImages/3896373/ad836d66-f4a8-4aab-ba7b-f8055b7f378a_200x200.jpg
118629134,古巴產品,好友,好友 逍遥#1号 铝管15支(5盒) 143*46 Epicure,,46,143mm,15支,MOP$4520.00,https://img.pospal.cn/productImages/3896373/56ae8d59-3b0d-4a49-a366-186f811f83f8_200x200.jpg
67021420,古巴產品,好友,好友 逍遥#2号 25支 124*50 Epicure,,50,124mm,25支,MOP$6980.00/澳门币,https://img.pospal.cn/productImages/3896373/418e8293-facb-4191-870c-9f259d882bb3_200x200.jpg
73791738,古巴產品,好友,好友 逍遥#2号 50支 124*50 Epicure,,50,124mm,50支,MOP$14188.00/澳门币,https://img.pospal.cn/productImages/3896373/a3695970-0982-4c73-bd13-16e5b91b5184_200x200.jpg
113031213,古巴產品,好友,好友 逍遥#2号 纸盒3支 124*50 Epicure,,50,124mm,3支,MOP$854.00,https://img.pospal.cn/productImages/3896373/014fce85-63c7-47d4-8422-9d6ea3c79562_200x200.jpg
113031208,古巴產品,好友,好友 逍遥#2号 纸盒15支(5盒) 124*50 Epicure,,50,124mm,15支,MOP$4268.00,https://img.pospal.cn/productImages/3896373/0c6395a2-b572-4028-a9c9-fcfa06063ee3_200x200.jpg
114622167,古巴產品,好友,好友 逍遥#3鱼雷 10支 125*54 Epicure,2023年9月新发布，是逍遥系列里最粗的一款。中度酒体，延续品牌的特性，就是低强度混合酒味道，具有多样而细腻的香气，辅以微苦和木质的色调，凸显了的优雅和复杂性。这种哈瓦那雪雪的味道较淡，对于那些寻求精致而芳香的哈瓦那雪雪的人来说是一个有吸引力的选择。,54,125mm,10支,MOP$3080.00,https://img.pospal.cn/productImages/3896373/71f5bd01-c03e-490f-aace-edadbac9f106_200x200.jpg
