SKU,Title,Brand,Description,Price,H Price,Stock,Dimensions,Length,Ring Size,Packaging,Tags,Image URL,Product URL
DV070,大卫杜夫 普麦罗多米尼加马杜罗/入门 多米尼加-马杜罗 (5 /盒) 【105×34】Davidoff Primeros Dominican Maduro,大卫杜夫,,420,440,10,105mm x 34,105,34,,,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff20Primeros20Dominican20Maduro206s2002_865.jpg,https://ktcigar.com/single/?sku=DV070&id=17624
DV071,大卫杜夫 普麦罗 艾斯库里奥/入门 初踏黑暗 (5支/盒) 【105×34】Davidoff Primeros Escurio,大卫杜夫,,420,440,10,105mm x 34,105,34,5支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_449-1.jpg,https://ktcigar.com/single/?sku=DV071&id=17629
DV098*F,大卫杜夫 温斯顿‧丘吉尔小高朗拿 (5支/盒) 【102×38】Davidoff Winston Churchill Petit Corona,大卫杜夫,,430,450,10,102mm x 38,102,38,5支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/20240116114514-Davidoff_Winston_Churchill_Late_Hour_Petit_Panetela_5_1_br_backup-5.png,https://ktcigar.com/single/?sku=DV098*F&id=55206
ROM028,罗密欧．朱丽叶/罗密欧 迷你 (1x50支) 【82×20】Romeo Y Julieta Mini,罗密欧．朱丽叶/罗密欧,,490,510,10,82mm x 20,82,20,1x50支,,https://ktcigar.com/wp-content/uploads/2024/05/01_626-2.jpg,https://ktcigar.com/single/?sku=ROM028&id=26639
DV140,大卫杜夫 温斯顿丘吉尔 至暗时刻之小宾丽 (5支/盒) 【102×38】Davidoff Winston Churchill Petit Panetela,大卫杜夫,,500,520,10,102mm x 38,102,38,5支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/Davidoff-Winston-Churchill-The-Late-Hour-Petit-Panetela-2024-Tin-2-scaled-1.jpg,https://ktcigar.com/single/?sku=DV140&id=56733
QUI003*T,金特罗/君特罗 挚爱 铝管 (3支/盒) 【115×50】Quintero Favoritos A/T C/P,金特罗/君特罗,,500,520,10,115mm x 50,115,50,3支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_326-3.jpg,https://ktcigar.com/single/?sku=QUI003*T&id=54436
CAO022,四国系列雪茄包 (4支/盒) CAO WORLD SAMPLER,四国系列雪茄包,,520,540,10,,,,4支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/CAO20World20Sampler204s20CP_320wm_753.jpg,https://ktcigar.com/single/?sku=CAO022&id=7235
ROM050*T,罗密欧．朱丽叶/罗密欧 三号 (3支/盒) 【117×40】Romeo Y Julieta Romeo No.3 AT,罗密欧．朱丽叶/罗密欧,,530,550,10,117mm x 40,117,40,3支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Romeo_y_Julieta_Romeo_No3_02_214.jpg,https://ktcigar.com/single/?sku=ROM050*T&id=54520
MON028,蒙特 迷你 (50) 【82×20】Montecristo Mini,蒙特,,530,550,10,82mm x 20,82,20,,特,https://ktcigar.com/wp-content/uploads/2024/05/01_663-1.jpg,https://ktcigar.com/single/?sku=MON028&id=22686
mon063,蒙特 公开赛系列 迷你 (1套) Montecristo Open Mini,蒙特,,530,550,10,,,,,详+特,https://ktcigar.com/wp-content/uploads/2024/05/01_253-2.jpg,https://ktcigar.com/single/?sku=mon063&id=6984
ROM049*T,罗密欧．朱丽叶/罗密欧 二号 (3支/盒) 【129×40】Romeo Y Julieta Romeo No.2 AT,罗密欧．朱丽叶/罗密欧,,540,560,10,129mm x 40,129,40,3支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/1_773.jpg,https://ktcigar.com/single/?sku=ROM049*T&id=54506
VRS009*F1,威古洛 迈雅里达/小鱼雷 纸盒 (4支/盒) 【100×46】Vegueros Mananitas,威古洛,,550,570,10,100mm x 46,100,46,4支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/CIGA000382_02..jpg,https://ktcigar.com/single/?sku=VRS009*F1&id=57902
ROM068,罗密欧．朱丽叶/罗密欧 一号铝管 (3支/盒) 【140×40】Romeo Y Julieta Romeo No.1 AT,罗密欧．朱丽叶/罗密欧,,590,620,10,140mm x 40,140,40,3支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/trabucuri-romeo-y-julieta-romeo-no-1-tubos-3-1116-9441.webp,https://ktcigar.com/single/?sku=ROM068&id=56770
JOS015,比亚达/贝纳查 小猎人 (12支/盒) 【105×43】Jose L. Piedra Petit Cazadores,比亚达/贝纳查,,600,630,10,105mm x 43,105,43,12支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/03_170.jpg,https://ktcigar.com/single/?sku=JOS015&id=1319
MON047*T,蒙特 四号 (3支/盒) 【129×42】Montecristo No.4,蒙特,,610,640,10,129mm x 42,129,42,3支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_792-3.jpg,https://ktcigar.com/single/?sku=MON047*T&id=54128
QUI004*F,金特罗/君特罗 挚爱 纸盒 (5支/盒) 【115×50】Quintero Favoritos C/P,金特罗/君特罗,,620,650,10,115mm x 50,115,50,5支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_625-3.jpg,https://ktcigar.com/single/?sku=QUI004*F&id=55654
DV080*S,大卫杜夫 署名2000 铝管纸盒 (4支/盒) 【127×43】Davidoff Signature 2000 Tubos C/P,大卫杜夫,,620,650,10,127mm x 43,127,43,4支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/davidoff-signature-2000-tubos-pack-of-4-001.png,https://ktcigar.com/single/?sku=DV080*S&id=56508
par043,帕特加斯 系列迷你 (1套) Partagás Serie Mini,帕特加斯,,640,670,10,,,,,特,https://ktcigar.com/wp-content/uploads/2024/05/01_845-1.jpg,https://ktcigar.com/single/?sku=par043&id=7032
PAR065,帕特加斯 迷你-2023年限量版 (5x20/盒) 【82×20】Partagas Mini,帕特加斯,,640,670,10,82mm x 20,82,20,,特,https://ktcigar.com/wp-content/uploads/2025/03/Partagas_Mini_Tin_2023.png,https://ktcigar.com/single/?sku=PAR065&id=56788
DV155,大卫杜夫 迷你金装 (50支/盒) 【88×20】Davidoff Mini,大卫杜夫,,690,720,10,88mm x 20,88,20,50支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/Davidoff_Mini_Gold_50__40329.1702415698.png,https://ktcigar.com/single/?sku=DV155&id=56748
HUP008*F,乌普曼/优民 半皇冠 铝盒 (5支/盒) 【90×44】H. Upmann Half Corona A/P,乌普曼/优民,,710,740,10,90mm x 44,90,44,5支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/H_Upmann_Half_Corona_AP_02_69.jpg,https://ktcigar.com/single/?sku=HUP008*F&id=55262
MON050*F,蒙特 五号 纸盒 (5支/盒) 【102×40】Montecristo No.5 C/P,蒙特,,720,750,10,102mm x 40,102,40,5支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/02_965.jpg,https://ktcigar.com/single/?sku=MON050*F&id=55570
JOS001,比亚达/贝纳查 比华士 (12支/盒) 【133×42】Jose L. Piedra Brevas,比亚达/贝纳查,,740,770,10,133mm x 42,133,42,12支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/03_275.jpg,https://ktcigar.com/single/?sku=JOS001&id=7113
ROM037*T,罗密欧．朱丽叶/罗密欧 小皇族/小宫廷 (3支/盒) 【95×47】Romeo Y Julieta Petit Royales A/T,罗密欧．朱丽叶/罗密欧,,740,770,10,95mm x 47,95,47,3支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Romeo20y20Julieta20Petit20Royales20A_T203x5s2002_943.jpg,https://ktcigar.com/single/?sku=ROM037*T&id=54492
VRS009*F,威古洛 高达 纸盒 (4支/盒) 【100×54】Vegueros Centrogordos,威古洛,,740,770,10,100mm x 54,100,54,4支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/20240820021445-Vegueros_centrogordos_4_2.1.jpg,https://ktcigar.com/single/?sku=VRS009*F&id=57887
COB042,高希霸 迷你 (10×10支) 【82×20】Cohiba Mini,高希霸,,750,780,10,82mm x 20,82,20,10×10支,详,https://ktcigar.com/wp-content/uploads/2024/05/01_309.jpg,https://ktcigar.com/single/?sku=COB042&id=565
JOS007,比亚达/贝纳查 蜜饯/守护者 (12支/盒) 【140×44】Jose L. Piedra Conservas,比亚达/贝纳查,,790,820,10,140mm x 44,140,44,12支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/03_447.jpg,https://ktcigar.com/single/?sku=JOS007&id=7118
ROP128,洛基·帕特尔/洛基帕特尔 白之锦盒/白标 罗伯图/罗拔图 (20支/盒) 【127×50】ROCKY PATEL WHITE LABEL ROBUSTO,洛基·帕特尔/洛基帕特尔,,800,830,10,127mm x 50,127,50,20支/盒,特,https://ktcigar.com/wp-content/uploads/2025/03/356792_0.png,https://ktcigar.com/single/?sku=ROP128&id=2548
VEG025,唯佳堡垒2 罗伯图/罗拔图 (10支/盒) 【127×50】VegaFina Fortaleza 2 Robustos,唯佳堡垒2,,810,850,10,127mm x 50,127,50,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/VegaFina20Fortaleza20220Robustos20BN10s_01_402.jpg,https://ktcigar.com/single/?sku=VEG025&id=27591
ROM046*F,罗密欧．朱丽叶/罗密欧 二号 (5支/盒) 【129×40】Romeo Y Julieta Romeo No.2,罗密欧．朱丽叶/罗密欧,,840,880,10,129mm x 40,129,40,5支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Romeo_y_Julieta_Romeo_No2_02_817.jpg,https://ktcigar.com/single/?sku=ROM046*F&id=55738
ROM030*T,罗密欧．朱丽叶/罗密欧 小丘吉尔铝管 (3支/盒) 【102×50】Romeo Y Julieta Petit Churchills A/T,罗密欧．朱丽叶/罗密欧,,840,880,10,102mm x 50,102,50,3支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Romeo_y_Julieta_Petit_Churchills_AT_02_248.jpg,https://ktcigar.com/single/?sku=ROM030*T&id=54478
ROM026,罗密欧．朱丽叶/罗密欧 迷你 (10×10) 【82×20】Romeo Y Julieta Mini,罗密欧．朱丽叶/罗密欧,,840,880,10,82mm x 20,82,20,10×10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_865.jpg,https://ktcigar.com/single/?sku=ROM026&id=26629
ROM027,罗密欧．朱丽叶/罗密欧 迷你 (20×5) 【82×20】Romeo Y Julieta Mini,罗密欧．朱丽叶/罗密欧,,840,880,10,82mm x 20,82,20,20×5支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_777-2.jpg,https://ktcigar.com/single/?sku=ROM027&id=26634
MON080*T,蒙特 小铝管 纸盒 (3支/盒) 【129×42】Montecristo Petit Tubos,蒙特,,870,910,10,129mm x 42,129,42,3支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_615.jpg,https://ktcigar.com/single/?sku=MON080*T&id=54212
PLA056,帕拉森 精选罗拔图/罗伯图 (6支/盒) PLASENCIA ROBUSTO COLLECTION SAMPLER,帕拉森,,870,910,10,,,,6支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/393633_0.jpg,https://ktcigar.com/single/?sku=PLA056&id=57932
HUP010*T,乌普曼/优民 密林/玛瑙#46 铝管 (3支/盒) 【143×46】H. Upmann Magnum 46 A/T,乌普曼/优民,,890,930,10,143mm x 46,143,46,3支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_134.jpg,https://ktcigar.com/single/?sku=HUP010*T&id=53932
COB112,高希霸 迷你-2023限量版 (100支) (10盒) 【82×20】Cohiba Mini,高希霸,,890,930,10,82mm x 20,82,20,100支/盒,,https://ktcigar.com/wp-content/uploads/2025/02/20231027120444-Cohiba-Mini-Limited-Edition-2022-5x20-1.jpg,https://ktcigar.com/single/?sku=COB112&id=56759
ROM013,罗密欧．朱丽叶/罗密欧 俱乐部 (20×5) 【97×22】Romeo Y Julieta Club,罗密欧．朱丽叶/罗密欧,,890,930,10,97mm x 22,97,22,20×5支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_405.jpg,https://ktcigar.com/single/?sku=ROM013&id=26570
VEG007,唯佳1998 VF 46 (10支/盒) 【143×46】VegaFina 1998 VF 46,唯佳1998,,890,930,10,143mm x 46,143,46,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_392-1.jpg,https://ktcigar.com/single/?sku=VEG007&id=27507
VEG075,唯佳 1998 VF50 (10支/盒) 【115×50】VegaFina 1998 VF 50,唯佳,,890,930,10,115mm x 50,115,50,10支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/VegaFina-1998-VF-50_caja-10_400x400@2x.png,https://ktcigar.com/single/?sku=VEG075&id=56767
VEG015,唯佳高朗拿铝管 (25支/盒) VegaFina Coronas Tubos,唯佳高朗拿铝管,,890,930,10,,,,25支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/VegaFina20Coronas20Tubos2025s_01_640.jpg,https://ktcigar.com/single/?sku=VEG015&id=2774
VEG050,唯佳尼加拉瓜火山 (10支/盒) VegaFina Nicaragua Vulcano,唯佳尼加拉瓜火山,,890,930,10,,,,10支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/VegaFina20Nicaragua20Vulcano2010s_01_865.jpg,https://ktcigar.com/single/?sku=VEG050&id=2809
COB018,高希霸 白色 俱乐部 (1套) Cohiba Club White,高希霸,,900,940,10,,,,,,https://ktcigar.com/wp-content/uploads/2024/05/01_52.jpg,https://ktcigar.com/single/?sku=COB018&id=16787
MON053,蒙特 公开赛系列 俱乐部 (10×10) 【97×22】Montecristo Open Club,蒙特,,900,940,10,97mm x 22,97,22,10×10支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_729.jpg,https://ktcigar.com/single/?sku=MON053&id=22800
MON101,蒙特 俱乐部-限量版 铁盒 (5x20支/盒) 【97×22】Montecristo Club,蒙特,,900,940,10,97mm x 22,97,22,,特,https://ktcigar.com/wp-content/uploads/2025/03/monte_club20x5.jpg,https://ktcigar.com/single/?sku=MON101&id=56794
ROM073,罗密欧．朱丽叶/罗密欧 俱乐部-2023年限量版 铁盒 (100支/盒) (5盒) 【97×22】Romeo Y Julieta Club,罗密欧．朱丽叶/罗密欧,,900,940,10,97mm x 22,97,22,100支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/7450.png,https://ktcigar.com/single/?sku=ROM073&id=56775
JOS005,比亚达/贝纳查 猎人 (12支/盒) 【152×43】Jose L. Piedra Cazadores,比亚达/贝纳查,,930,970,10,152mm x 43,152,43,12支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/03_344.jpg,https://ktcigar.com/single/?sku=JOS005&id=20438
COB109,高希霸 俱乐部-2012年限量版 (50支/盒) 【97×22】Cohiba Club,高希霸,,940,980,10,97mm x 22,97,22,50支/盒,,https://ktcigar.com/wp-content/uploads/2025/02/01_981-1.webp,https://ktcigar.com/single/?sku=COB109&id=56756
MON043*F,蒙特 四号 (5支/盒) 【129×42】Montecristo No.4,蒙特,,970,1010,10,129mm x 42,129,42,5支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_346-1.jpg,https://ktcigar.com/single/?sku=MON043*F&id=55542
PLA041,帕拉森经典珍藏系列科特斯/双尖 (10支/盒) 【146×56】PLASENCIA RESERVA ORIGINAL CORTES,帕拉森经典珍藏系列科特斯/双尖,,970,1010,10,146mm x 56,146,56,10支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_335.jpg,https://ktcigar.com/single/?sku=PLA041&id=25333
ROM057*T,罗密欧．朱丽叶/罗密欧 短丘吉尔铝管 (3支/盒) 【124×50】Romeo Y Julieta Short Churchills A/T,罗密欧．朱丽叶/罗密欧,,990,1030,10,124mm x 50,124,50,3支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Romeo_y_Julieta_Short_Churchills_AT_02_699.jpg,https://ktcigar.com/single/?sku=ROM057*T&id=54534
HUP024*F,乌普曼/优民 特许/王权 (5支/盒) 【129×42】H. Upmann Regalias,乌普曼/优民,,990,1030,10,129mm x 42,129,42,5支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/H_Upmann_Regalias_502003_289.jpg,https://ktcigar.com/single/?sku=HUP024*F&id=55276
VEG010,唯佳1998 VF 54 (10支/盒) 【155×54】VegaFina 1998 VF 54,唯佳1998,,990,1030,10,155mm x 54,155,54,10支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/01_646.jpg,https://ktcigar.com/single/?sku=VEG010&id=2769
PLA043,帕拉森经典珍藏系列完美 (10支/盒) 【98×52】PLASENCIA RESERVA ORIGINAL PERFECTICO,帕拉森经典珍藏系列完美,,1030,1070,10,98mm x 52,98,52,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_917.jpg,https://ktcigar.com/single/?sku=PLA043&id=7148
ROP129,洛基·帕特尔/洛基帕特尔 白之锦盒/白标 托罗/公牛 (20支/盒) 【165×52】ROCKY PATEL WHITE LABEL TORO,洛基·帕特尔/洛基帕特尔,,1040,1080,10,165mm x 52,165,52,20支/盒,特,https://ktcigar.com/wp-content/uploads/2025/03/356795_0.jpg,https://ktcigar.com/single/?sku=ROP129&id=2549
MON016*T,蒙特 大爱/艾蒙多/爱蒙多 铝管 (3支/盒) 【135×52】Montecristo Edmundo A/T,蒙特,,1070,1120,10,135mm x 52,135,52,3支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_932-2.jpg,https://ktcigar.com/single/?sku=MON016*T&id=54086
ROM025,罗密欧．朱丽叶/罗密欧 米利飞尔/妙丽 (10支/盒) 【129×42】Romeo Y Julieta Mille Fleurs,罗密欧．朱丽叶/罗密欧,,1070,1120,10,129mm x 42,129,42,10支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/01_204-1.jpg,https://ktcigar.com/single/?sku=ROM025&id=2581
VEG036,唯佳尼加拉瓜 埃斯特利 2023年限量版 (12支/盒) VegaFina Nicaragua Esteli 2023LE,唯佳尼加拉瓜,,1070,1120,10,,,,12支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/01_935-2.jpg,https://ktcigar.com/single/?sku=VEG036&id=7236
PAR038*F,帕特加斯 D 6号 纸盒 (5支/盒) 【90×50】Partagás Serie D No. 6 C/P,帕特加斯,,1090,1140,10,90mm x 50,90,50,5支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/Partagas_Serie_D_No6_CP25s_05_303.jpg,https://ktcigar.com/single/?sku=PAR038*F&id=55626
CAM001,卡马乔(橙黃色)康涅狄克系列 瑪奇朵 鐵盒(5 X 6支/盒) CAMACHO CONNECTICUT MACHITOS,卡马乔(橙黃色)康涅狄克系列,,1090,1140,10,,,,,详,https://ktcigar.com/wp-content/uploads/2024/05/Camacho20Connecticut20Machitos20AP6s2002_908.jpg,https://ktcigar.com/single/?sku=CAM001&id=369
CAM002,卡马乔(紅色) 科羅霍系列 瑪奇朵 鐵盒 6 (5 X 6支/盒) CAMACHO COROJO MACHITOS,卡马乔(紅色),,1090,1140,10,,,,,详,https://ktcigar.com/wp-content/uploads/2024/05/CAMACHO20Corojo20Machitos20AP62001_729.jpg,https://ktcigar.com/single/?sku=CAM002&id=370
VEG0101,官方定制礼盒送烟灰缸 (10支) VegaFina Fortaleza 2 Robusto,官方定制礼盒送烟灰缸,,1090,1140,10,,,,10支/盒,详,https://ktcigar.com/wp-content/uploads/2024/09/10%E6%94%AFVF-Fortaleza-2-Robusto-%E5%AE%98%E6%96%B9%E5%AE%9A%E8%A3%BD%E7%A6%AE%E7%9B%92%E9%80%81%E7%85%99%E7%81%B0%E7%BC%B8-2.png,https://ktcigar.com/single/?sku=VEG0101&id=2831
MON036*T,蒙特 二号 纸盒 (3支/盒) 【156×52】Montecristo No.2 C/P,蒙特,,1120,1170,10,156mm x 52,156,52,3支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_686-1.jpg,https://ktcigar.com/single/?sku=MON036*T&id=54100
ROM061*T,罗密欧．朱丽叶/罗密欧 宽丘吉尔铝管 (3支/盒) 【133×55】Romeo Y Julieta Wide Churchills A/T,罗密欧．朱丽叶/罗密欧,,1140,1190,10,133mm x 55,133,55,3支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/Romeo_y_Julieta_Wide_Churchills_AT_02_387.jpg,https://ktcigar.com/single/?sku=ROM061*T&id=54548
ROP057,洛基·帕特尔/洛基帕特尔 皇家 托罗铝管 (10支/盒) ROCKY PATEL ROYALE TORO TUBO,洛基·帕特尔/洛基帕特尔,,1140,1190,10,,,,10支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/01_590.jpg,https://ktcigar.com/single/?sku=ROP057&id=2477
FDC011,科潘之花/花都 特醇聖若瑟/圣若瑟金字塔/鱼雷 木盒 限量版 (10支/盒) 【156×52】FLOR DE COPAN LINEA PUROS SAN JOSE 13 PIRAMIDES,科潘之花/花都,,1150,1200,10,156mm x 52,156,52,10支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/01_750-1.jpg,https://ktcigar.com/single/?sku=FDC011&id=1058
EPC010,E.P. 卡里洛安可复兴勇敢 木盒 (6 1/8 x 52) 【155×52】E.P. CARRILLO Encore Valientes,E.P.,,1160,1210,10,155mm x 52,155,52,,详,https://ktcigar.com/wp-content/uploads/2024/05/01_722.jpg,https://ktcigar.com/single/?sku=EPC010&id=18930
EPC025,E.P. 卡里洛历史传承系列 E3 (6 7/8 x 54) 【174×54】E.P. CARRILLO La Historia E-III,E.P.,,1160,1210,10,174mm x 54,174,54,,,https://ktcigar.com/wp-content/uploads/2024/05/01_878-1.jpg,https://ktcigar.com/single/?sku=EPC025&id=19001
EPC039,E.P. 卡里洛新浪潮珍藏比利高 (6 1/8×52) 【146×52】E.P. CARRILLO NewWave Reserva (ELITE SERIES) Belicosos D'Oro,E.P.,,1160,1210,10,146mm x 52,146,52,,,https://ktcigar.com/wp-content/uploads/2024/04/01_354-1.jpg,https://ktcigar.com/single/?sku=EPC039&id=19046
VEG073,唯佳 超级罗伯图/罗拔图 2024年经典限量版 (12支/盒) 【137×56】VegaFina Classic Supremo Super Robusto,唯佳,,1170,1220,10,137mm x 56,137,56,12支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/Skype_Picture_2024_08_13T11_37_29_294Z-removebg-preview.jpg,https://ktcigar.com/single/?sku=VEG073&id=56765
MON011*T,蒙特 双艾蒙多/双爱蒙多 纸盒 (3支/盒) 【154×50】Montecristo Double Edmundo C/P,蒙特,,1170,1220,10,154mm x 50,154,50,3支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/Montecristo_Double_Edmundo_CP_02_311.jpg,https://ktcigar.com/single/?sku=MON011*T&id=54072
VEG074,唯佳 堡垒2调和/彪丽高 2024年限量版 (12支/盒) 【140×52】VegaFina Fortaleza 2 Coupage,唯佳,,1190,1240,10,140mm x 52,140,52,12支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/VegaFina-Series-2-Coupage-2-scaled.jpg,https://ktcigar.com/single/?sku=VEG074&id=56766
MON087,蒙特 短号 (1套) 【82×27】Montecristo Short (10x10),蒙特,,1190,1240,10,82mm x 27,82,27,10x10支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/01_515.jpg,https://ktcigar.com/single/?sku=MON087&id=1829
PLA025,帕拉森收获149 维加 罗伯图 (10支/盒) 【5″x52】PLASENCIA COSECHA 149 LA VEGA ROBUSTO,帕拉森收获149,,1190,1240,10,,,,10支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Cosecha2014920La20Vega20Robusto2010s_01_851.jpg,https://ktcigar.com/single/?sku=PLA025&id=2300
EPC009,E.P. 卡里洛安可复兴雄伟特冠 (5 3/8 x 52) 【137×52】E.P. CARRILLO Encore Majestic,E.P.,,1220,1270,10,137mm x 52,137,52,,特,https://ktcigar.com/wp-content/uploads/2024/05/01_168-2.jpg,https://ktcigar.com/single/?sku=EPC009&id=18925
PAR066,帕特加斯 P 2号 铝管 (3支/盒) 【156×52】Partagás Serie P No. 2 A/T,帕特加斯,,1220,1270,10,156mm x 52,156,52,3支/盒,特,https://ktcigar.com/wp-content/uploads/2025/03/Partagas_SerieP_No2_Tub_pck3.jpg,https://ktcigar.com/single/?sku=PAR066&id=56789
MON088,蒙特 短号 保湿盒 (1盒) 【83×26】Montecristo Short Humidor,蒙特,,1240,1290,10,83mm x 26,83,26,,特,https://ktcigar.com/wp-content/uploads/2024/05/01_780-1.jpg,https://ktcigar.com/single/?sku=MON088&id=22962
ROP082,洛基·帕特尔/洛基帕特尔 边缘 榴弹炮 科罗霍 (10支/盒) ROCKY PATEL THE EDGE HOWITZER COROJO,洛基·帕特尔/洛基帕特尔,,1250,1300,10,,,,10支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/01_190.jpg,https://ktcigar.com/single/?sku=ROP082&id=2502
ROP083,洛基·帕特尔/洛基帕特尔 边缘 榴弹炮 马杜罗 (10支/盒) ROCKY PATEL THE EDGE HOWITZER MADURO,洛基·帕特尔/洛基帕特尔,,1250,1300,10,,,,10支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/01_854-2.jpg,https://ktcigar.com/single/?sku=ROP083&id=2503
MON061*T,蒙特 公开赛系列 大师 铝管 (3支/盒) 【124×50】Montecristo Open Master A/T,蒙特,,1260,1310,10,124mm x 50,124,50,3支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/Montecristo_Master_AT_02_726.jpg,https://ktcigar.com/single/?sku=MON061*T&id=54156
FDC007,科潘之花/花都 特级珍藏/玫瑰 20周年 2023限量版 (10支/盒) 【159×48】FLOR DE COPAN GRAN RESERVA 20 ANIVERSARIO 2023 LE/ROSAS,科潘之花/花都,,1270,1320,10,159mm x 48,159,48,10支/盒,特,https://ktcigar.com/wp-content/uploads/2024/05/01_copy_421.jpg,https://ktcigar.com/single/?sku=FDC007&id=19215
CAM005,卡马乔克里奥尔语 (5 X 6支/盒) CAMACHO CRIOLLO MACHITOS,卡马乔克里奥尔语,,1290,1350,10,,,,,详,https://ktcigar.com/wp-content/uploads/2024/05/Camacho20Criollo20Machitos20AP6s2001_661.jpg,https://ktcigar.com/single/?sku=CAM005&id=373
CAO004,高分雪茄包 (10支/盒) CAO CHAMPIONS SAMPLER,高分雪茄包,,1290,1350,10,,,,10支/盒,,https://ktcigar.com/wp-content/uploads/2024/05/01_132-1.jpg,https://ktcigar.com/single/?sku=CAO004&id=7234
DV028,大卫杜夫 艾斯库里奥/黑暗极致 罗伯图铝管 (12支/盒) 【114×52】Davidoff Escurio Robusto Tubos,大卫杜夫,,1550,1620,10,114mm x 52,114,52,12支/盒,详,https://ktcigar.com/wp-content/uploads/2024/05/Davidoff_Escurio_Robusto_Tubos_03_399.jpg,https://ktcigar.com/single/?sku=DV028&id=7194
QUI001,金特罗/君特罗 比华士 (25支/盒) 【140×40】Quintero Brevas,金特罗/君特罗,,1300,1360,10,140mm x 40,140,40,25支/盒,详+特,https://ktcigar.com/wp-content/uploads/2024/05/03_760.jpg,https://ktcigar.com/single/?sku=QUI001&id=2395
TRD013,特立尼达/千里达 短号 (10×10支) 【82×27】Trinidad Short,特立尼达/千里达,,1310,1370,10,82mm x 27,82,27,10×10支,详+特,https://ktcigar.com/wp-content/uploads/2024/05/01_819-2.jpg,https://ktcigar.com/single/?sku=TRD013&id=2717
PLA055,帕拉森 火魂炽热 罗拔图/罗伯图 (10支/盒) 【127×50】PLASENCIA ALMA DEL FUEGO CANDENTE ROBUSTO,帕拉森,,1320,1380,10,127mm x 50,127,50,10支/盒,,https://ktcigar.com/wp-content/uploads/2025/03/294869_0.jpg,https://ktcigar.com/single/?sku=PLA055&id=57917
